,CAS,Name,Formula,Mw,Elements,SMILES,InChi
29436,543-82-8,Octodrine,C8H19N,129.151749616973,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29482,5443-89-0,"Purine, 6-pentylthio-",C10H14N4S,222.093917643488,"['C', 'H', 'N', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29491,5445-30-7,1-Butylcylohexanol,C10H20O,156.1514152643517,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29530,545-06-2,"Acetonitrile, trichloro-",C2Cl3N,142.909632051542,"['C', 'Cl', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29575,5456-94-0,"2,4-Dibromo-5-methylanisole",C8H8Br2O,277.8941901054837,"['C', 'H', 'Br', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29614,5460-31-1,3-Nitro-o-cresol,C7H7NO3,153.0425930888201,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29654,5467-04-9,"1,2-Dibenzamido benzene",C20H16N2O2,316.1211777638314,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29672,54696-05-8,"Ethanone, 1-[4-(phenylmethoxy)phenyl]-",C15H14O2,226.0993796904894,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29725,54789-30-9,P-(alpha-chloroethyl)benzyl chloride,C9H10Cl2,188.01595568713,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29873,550-74-3,Picrolonic acid,C10H8N4O5,264.0494693734985,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29882,551-06-4,"Naphthalene, 1-isothiocyanato-",C11H7NS,185.029920404519,"['C', 'H', 'N', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29963,55-21-0,Benzamide,C7H7NO,121.0527638496767,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29967,552-16-9,"Benzoic acid, 2-nitro-",C7H5NO4,167.0218576439138,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30036,553-17-3,"Carbonic acid, bis(o-methoxyphenyl) ester",C15H14O5,274.0841235492045,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30087,554-00-7,"Benzenamine, 2,4-dichloro-",C6H5Cl2N,160.97990453036698,"['C', 'H', 'Cl', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30120,554-68-7,"Ethanamine,n,n-diethyl-, hydrochloride",C6H15N.ClH,137.09712720262598,"['C', 'H', 'N', 'Cl', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30146,55496-55-4,"Pyridine, 4-(2-methylaminoethyl)-",C8H12N2,136.100048395732,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30196,555-21-5,"Benzeneacetonitrile, 4-nitro-",C8H6N2O2,162.0429274414414,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30295,556-56-9,"1-Propene, 3-iodo-",C3H5I,167.943597100195,"['C', 'H', 'I']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30299,556-61-6,"Methane, isothiocyanato-",C2H3NS,72.998620275563,"['C', 'H', 'N', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30359,557-31-3,"1-Propene, 3-ethoxy-",C5H10O,86.0731649419617,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30366,55751-54-7,"Aniline, o-sec-butyl-",C10H15N,149.120449488017,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30374,557-68-6,Bromoiodomethane,CH2BrI,219.838459617478,"['C', 'H', 'Br', 'I']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30387,557-98-2,"1-Propene, 2-chloro-",C3H5Cl,76.007977843565,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30401,558-13-4,Carbon tetrabromide,CBr4,327.673350456,"['C', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30407,558-17-8,Tert-butyl iodide,C4H9I,183.974897229151,"['C', 'H', 'I']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30423,558-37-2,"1-Butene, 3,3-dimethyl-",C6H12,84.093900386868,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30441,5586-88-9,"2-Propanone,p-chlorophenyl-",C9H9ClO,168.0341925920927,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30455,55895-59-5,"2-Quinolinecarboxylic acid, 4-hydroxy-8-methoxy-, ethyl ester",C13H13NO4,247.0844579018258,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30460,55907-61-4,"2,4-Dinitrophenyl hydrazine hydrochloride",C6H6N4O4.ClH,234.0155824040578,"['C', 'H', 'N', 'O', 'Cl', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30614,56-23-5,Carbon tetrachloride,CCl4,151.87541072948,"['C', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30677,563-52-0,"1-Butene, 3-chloro-",C4H7Cl,90.023627908043,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30701,56-38-2,"Ethyl parathion (o,o-diethyl-o-p-nitrophenylthiophosphate)",C10H14NO5PS,291.0330307264775,"['C', 'H', 'N', 'O', 'P', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30710,56-40-6,Glycine,C2H5NO2,75.0320284047704,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30752,56-53-1,Diethylstilbesterol,C18H20O2,268.1463298839234,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30757,5653-67-8,"2,3-Dimethoxybenzyl alcohol",C9H12O3,168.0786442455831,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30766,56-55-3,Benz[a]anthracene,C18H12,228.093900386868,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30774,565-59-3,"Pentane, 2,3-dimethyl-",C7H16,100.125200515824,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30784,565-67-3,"3-Pentanol, 2-methyl-",C6H14O,102.1044650709177,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30788,565-74-2,"Butanoic acid, 2-bromo-3-methyl-",C5H9BrO2,179.9785921432944,"['C', 'H', 'Br', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
30925,56-81-5,"1,2,3-Propanetriol",C3H8O3,92.0473441166271,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31021,570-22-9,"4,5-Imidazole dicarboxylic acid",C5H4N2O4,156.01710661610682,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31040,57-06-7,Allyl isothiocyanate,C4H5NS,99.014270340041,"['C', 'H', 'N', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31054,57-11-4,Octadecanoic acid,C18H36O2,284.2715303997474,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31068,57-13-6,Urea,CH4N2O,60.0323627573917,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31083,571-58-4,"Naphthalene, 1,4-dimethyl-",C12H12,156.093900386868,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31159,5736-89-0,4'-Butoxyacetophenone,C12H16O2,192.1150297549674,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31172,574-06-1,Benzoinacetate,C16H14O3,254.0942943100611,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31174,57409-52-6,2-Methyl-2-propyl-1-pentanol,C9H20O,144.1514152643517,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31188,57-44-3,Barbital,C8H12N2O3,184.08479225444708,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31207,57-48-7,&#946;-D-Fructose,C6H12O6,180.0633881042982,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31213,574-98-1,N-(beta-bromoethyl)phthalimide,C10H8BrNO2,252.9738411154874,"['C', 'H', 'Br', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31217,57-50-1,Sucrose,C12H22O11,342.1162115245467,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31228,57-53-4,"1,3-Propanediol, 2-methyl-2-propyl-, dicarbamate",C9H18N2O4,218.1266570674528,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31232,575-41-7,"Naphthalene, 1,3-dimethyl-",C12H12,156.093900386868,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31239,57-55-6,Propylene glycol,C3H8O2,76.0524294970554,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31278,576-24-9,"Phenol, 2,3-dichloro-",C6H4Cl2O,161.96392011326768,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31280,576-26-1,"Phenol, 2,6-dimethyl-",C8H10O,122.0731649419617,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31337,5774-32-3,"Lumazine, 6,7-dimethyl- (keto form)",C8H8N4O2,192.0647255147834,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31341,57-74-9,"4,7-Methano-1h-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-",C10H6Cl8,405.797771652394,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31346,577-59-3,"Ethanone, 1-(2-nitrophenyl)-",C8H7NO3,165.0425930888201,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31375,57-85-2,"Androstene-17(beta)-propionate-3-one,delta<sup>8</sup>-",C22H32O3,344.2351448903631,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31378,5785-66-0,"Benzenemethanol, alpha-cyclopropyl-alpha-phenyl-",C16H16O,224.12011513539568,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31380,578-57-4,1-Bromo-2-methoxybenzene,C7H7BrO,185.96802745924467,"['C', 'H', 'Br', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31382,578-58-5,"Benzene, 1-methoxy-2-methyl-",C8H10O,122.0731649419617,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31385,578-66-5,8-Quinolinamine,C9H8N2,144.068748266776,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31402,57-88-5,Cholesterol,C27H46O,386.3548661025657,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31411,57-91-0,"Estra-1,3,5(10)-triene-3,17alpha-diol",C18H24O2,272.1776300128794,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31433,579-66-8,"Benzenamine, 2,6-diethyl-",C10H15N,149.120449488017,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31471,58-08-2,Caffeine,C8H10N4O2,194.0803755792614,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31490,581-42-0,"Naphthalene, 2,6-dimethyl-",C12H12,156.093900386868,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31509,581-89-5,"Naphthalene, 2-nitro-",C10H7NO2,173.0476784692484,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31527,58-22-0,Testosterone,C19H28O2,288.20893014183537,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31530,582-24-1,&#945;-Hydroxyacetophenone,C8H8O2,136.05242949705539,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31561,583-19-7,O-bromophenetole,C8H9BrO,199.9836775237227,"['C', 'H', 'Br', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31577,583-53-9,"Benzene, 1,2-dibromo-",C6H4Br2,233.86797535695598,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31579,583-55-1,2-Bromoiodobenzene,C6H4BrI,281.854109681956,"['C', 'H', 'Br', 'I']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31582,583-58-4,"Pyridine, 3,4-dimethyl-",C7H9N,107.073499294583,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31583,583-59-5,"Cyclohexanol, 2-methyl-",C7H14O,114.1044650709177,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31602,58-39-9,Perphenazine,C21H26ClN3OS,403.1485113278657,"['C', 'H', 'Cl', 'N', 'O', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31634,584-48-5,"1-Bromo-2,4-dinitrobenzene",C6H3BrN2O4,245.92761919786778,"['C', 'H', 'Br', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31656,584-84-9,"Benzene, 2,4-diisocyanato-1-methyl-",C9H6N2O2,174.0429274414414,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31709,5859-45-0,"Naphthalene, 1-chloro-2-methyl-",C11H9Cl,176.039277972521,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31752,586-95-8,4-Pyridinemethanol,C6H7NO,109.0527638496767,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31753,586-96-9,"Benzene, nitroso-",C6H5NO,107.0371137851987,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31788,5876-87-9,"Dodecadiene, 1,11-",C12H22,166.172150709258,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31850,58-90-2,"Phenol, 2,3,4,6-tetrachloro-",C6H2Cl4O,229.88597541352968,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31858,589-16-2,4-Ethylaniline,C8H11N,121.089149359061,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31871,589-33-3,N-Butylpyrrole,C8H13N,123.10479942353899,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31873,58-93-5,"6-Chloro-7-sulfamyl-3,4-dihydro-1,2,4-benzothiadiazine-1,1-dioxide",C7H8ClN3O4S2,296.9644757806928,"['C', 'H', 'Cl', 'N', 'O', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31901,589-81-1,"Heptane, 3-methyl-",C8H18,114.140850580302,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31906,589-87-7,"Benzene, 1-bromo-4-iodo-",C6H4BrI,281.854109681956,"['C', 'H', 'Br', 'I']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31917,590-02-3,Chloroacetic acid butyl ester,C6H11ClO2,150.0447572761424,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31930,590-21-6,"1-Propene, 1-chloro-",C3H5Cl,76.007977843565,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31956,590-66-9,"Cyclohexane, 1,1-dimethyl-",C8H16,112.125200515824,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31987,591-12-8,"2(3H)-Furanone, 5-methyl-",C5H6O2,98.0367794325774,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31991,591-19-5,3-BrC6H4NH2,C6H6BrN,170.96836181186598,"['C', 'H', 'Br', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31993,591-20-8,"Phenol, 3-bromo-",C6H5BrO,171.95237739476667,"['C', 'H', 'Br', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31997,591-22-0,"Pyridine, 3,5-dimethyl-",C7H9N,107.073499294583,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
31999,591-23-1,3-Methylcyclohexanol,C7H14O,114.1044650709177,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
32018,591-50-4,"Benzene, iodo-",C6H5I,203.943597100195,"['C', 'H', 'I']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
32040,591-78-6,2-Hexanone,C6H12O,100.0888150064397,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
32045,591-87-7,"Acetic acid, 2-propenyl ester",C5H8O2,100.0524294970554,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
32048,591-93-5,"1,4-Pentadiene",C5H8,68.062600257912,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
32078,592-41-6,1-Hexene,C6H12,84.093900386868,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
