,CAS,Name,Formula,Mw,Elements,SMILES,InChi
26315,4807-55-0,"Rhodanine, 3-methyl-",C4H5NOS2,146.9812561340267,"['C', 'H', 'N', 'O', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26359,4822-44-0,Alpha-mercaptoacetanilide,C8H9NOS,167.0404850885687,"['C', 'H', 'N', 'O', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26375,4835-90-9,Hydroxy pivalic acid,C5H10O3,118.0629941811051,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26403,4845-58-3,2-Mercapto-6-nitrobenzothiazole,C7H4N2O2S2,211.9714197257914,"['C', 'H', 'N', 'O', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26414,485-35-8,Cytisine,C11H14N2O,190.11061307978167,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26471,488-23-3,"Benzene, 1,2,3,4-tetramethyl-",C10H14,134.109550451346,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26513,4900-30-5,"1,8-Nonadiene",C9H16,124.125200515824,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26524,4904-61-4,"1,5,9-Cyclododecatriene",C12H18,162.14085058030201,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26526,490-59-5,Alloxazine,C10H6N4O2,214.0490754503054,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26568,4920-99-4,M-ethylcumene,C11H16,148.125200515824,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26593,493-02-7,"Naphthalene, decahydro-, trans-",C10H18,138.14085058030201,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26611,4938-52-7,1-Hepten-3-ol,C7H14O,114.1044650709177,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26670,496-11-7,Indane,C9H10,118.07825032239,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26738,4979-46-8,"2-(1,1,3,3-Tetramethylbutyl)-p-cresol",C15H24O,220.1827153933077,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26757,4984-01-4,"2,6-Dimethyl 7-octene",C10H20,140.15650064478,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26776,498-66-8,2-Norbornene,C7H10,94.07825032239,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26786,4992-30-7,"Rhodanine, 5-benzylidene-3-benzylideneamino-",C17H12N2OS2,324.0391053641317,"['C', 'H', 'N', 'O', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26799,50-00-0,Formaldehyde,CH2O,30.0105646840497,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
26838,500-00-5,"Cyclohexene, 4-methyl-1-(1-methylethyl)-",C10H18,138.14085058030201,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27062,500-22-1,3-Pyridinecarboxaldehyde,C6H5NO,107.0371137851987,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27068,500-38-9,"Pyrocatechol, 4,4'-(2,3-dimethyltetramethylene)di-",C18H22O4,302.1518091875448,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27075,50-06-6,"Barbituric acid, 5-ethyl-5-phenyl-,",C12H12N2O3,232.08479225444708,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27090,50-11-3,"1-Methyl-5,5-diethyl barbituric acid",C9H14N2O3,198.10044231892508,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27100,501-52-0,3-Phenylpropanoic acid,C9H10O2,150.0680795615334,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27103,501-65-5,Diphenylethyne,C14H10,178.07825032239,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27116,5022-29-7,N-ethylphthalimide,C10H9NO2,175.0633285337264,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27152,50-28-2,"Estra-1,3,5(10)-triene-3,17beta-diol",C18H24O2,272.1776300128794,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27159,50-29-3,"Benzene, 1,1'(2,2,2-trichloroethylidene)bis[4-chloro-",C14H9Cl5,351.914688702001,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27183,50-35-1,"Phthalimide, n-(2,6-dioxo-3-piperidyl)-",C13H10N2O4,258.0640568095408,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27220,504-15-4,"3,5-Dihydroxytoluene",C7H8O2,124.0524294970554,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27230,504-29-0,2-Pyridinamine,C5H6N2,94.053098202298,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27245,504-63-2,"1,3-Propanediol",C3H8O2,76.0524294970554,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27268,505-22-6,"1,3-Dioxane",C4H8O2,88.0524294970554,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27283,50-55-5,Reserpine,C33H40N2O9,608.2733808745693,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27322,5061-21-2,"2(3H)-Furanone, 3-bromodihydro-",C4H5BrO2,163.9472920143384,"['C', 'H', 'Br', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27323,506-12-7,Heptadecanoic acid,C17H34O2,270.2558803352694,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27333,506-30-9,Eicosanoic acid,C20H40O2,312.3028305287034,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27392,507-19-7,"Propane, 2-bromo-2-methyl-",C4H9Br,135.988762904151,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27393,507-20-0,"Propane, 2-chloro-2-methyl-",C4H9Cl,92.039277972521,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27425,5076-82-4,"1,4-Dimethylpiperazine-2,5-dione (chcl3 solution)",C6H10N2O2,142.0742275703974,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27429,50-78-2,"Benzoic acid, 2-(acetyloxy)-",C9H8O4,180.0422587361988,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27445,50824-04-9,"O-cresol, 4-bromo-alpha,alpha,alpha-trifluoro-",C7H4BrF3O,239.93976185074527,"['C', 'H', 'Br', 'F', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27574,51-17-2,1H-Benzimidazole,C7H6N2,118.053098202298,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27628,512-56-1,"Phosphoric acid, trimethyl ester",C3H9O4P,140.0238457668648,"['C', 'H', 'O', 'P']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27641,51-28-5,"Phenol, 2,4-dinitro-",C6H4N2O5,184.0120212356785,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27683,513-38-2,"Propane, 1-iodo-2-methyl-",C4H9I,183.974897229151,"['C', 'H', 'I']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27687,513-44-0,"1-Propanethiol, 2-methyl-",C4H10S,90.050321496804,"['C', 'H', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27705,513-85-9,"2,3-Butanediol",C4H10O2,90.06807956153341,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27798,515-83-3,"Ethanol, 2,2,2-trichloro-1-ethoxy-",C4H7Cl3O2,191.9511625119264,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27799,51584-21-5,"2,5-Dichloro-3,4-dinitrothiophene",C4Cl2N2O4S,241.8955830263048,"['C', 'Cl', 'N', 'O', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27884,51721-39-2,3-Decyn-1-ol,C10H18O,154.1357651998737,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
27927,51-79-6,Urethane,C3H7NO2,89.0476784692484,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28011,5202-85-7,"Benzamide, 2-amino-5-chloro-",C7H7ClN2O,170.0246905364787,"['C', 'H', 'Cl', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28023,5205-34-5,5-Decanol,C10H22O,158.1670653288297,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28075,5216-25-1,"Benzene, 1-chloro-4-(trichloromethyl)-",C7H4Cl4,227.90671085843599,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28146,5232-99-5,"Acrylic acid, 2-cyano-3,3-diphenyl-, ethyl ester",C18H15NO2,277.1102787271604,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28147,523-31-9,Dibenzyl phthalate,C22H18O4,346.1205090585888,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28175,5240-72-2,Bicyclo[2.2.1]heptane-2-methanol,C8H14O,126.1044650709177,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28253,5263-87-6,"Quinoline, 6-methoxy-",C10H9NO,159.0684139141547,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28282,526-73-8,"Benzene, 1,2,3-trimethyl-",C9H12,120.093900386868,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28300,526-99-8,Galactaric acid,C6H10O8,210.0375672789636,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28340,527-53-7,"Benzene, 1,2,3,5-tetramethyl-",C10H14,134.109550451346,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28357,527-84-4,1-Methyl-2-iso-propylbenzene,C10H14,134.109550451346,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28463,529-34-0,"1(2H)-Naphthalenone, 3,4-dihydro-",C10H10O,146.0731649419617,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28511,530-59-6,"Cinnamic acid, 4-hydroxy-3,5-dimethoxy-",C11H12O5,224.0684734847265,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28592,5323-87-5,3-Ethoxy-2-cyclohexen-1-one,C8H12O2,140.0837296260114,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28636,5329-12-4,"2,4,6-Trichlorophenyl hydrazine",C6H5Cl3N2,209.951831217169,"['C', 'H', 'Cl', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28657,5332-06-9,"Butanenitrile, 4-bromo-",C4H6BrN,146.96836181186598,"['C', 'H', 'Br', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28659,5332-25-2,6-Bromo quinoline,C9H6BrN,206.96836181186598,"['C', 'H', 'Br', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28661,5332-35-4,N-n-amyl succinimide,C9H15NO2,169.11027872716042,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28666,5332-73-0,"1-Propanamine, 3-methoxy-",C4H11NO,89.0840639786327,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28681,5334-43-0,5-Amino-4-cyano-1-phenyl pyrazole,C10H8N4,184.07489627564001,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28698,5336-57-2,"Butyronitrile, 2-ethyl-2-phenyl-",C12H15N,173.120449488017,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28714,533-73-3,"1,2,4-Benzenetriol",C6H6O3,126.0316940521491,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28730,533-98-2,"Butane, 1,2-dibromo-",C4H8Br2,213.899275485912,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28747,534-07-6,"1,3-Dichloro-2-propanone",C3H4Cl2O,125.96392011326769,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28757,534-15-6,"Ethane, 1,1-dimethoxy-",C4H10O2,90.06807956153341,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28793,534-52-1,"Phenol, 2-methyl-4,6-dinitro-",C7H6N2O5,198.0276713001565,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28801,5346-90-7,Alpha-D-cellobiose octaacetate,C28H38O19,678.2007289969443,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28859,535-77-3,1-Methyl-3-iso-propylbenzene,C10H14,134.109550451346,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28879,53631-70-2,Phenyl propanolamine hydrochloride,C9H14ClNO,187.07639175771968,"['C', 'H', 'Cl', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28914,536-74-3,Phenylacetylene,C8H6,102.046950193434,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28927,5369-19-7,"Aniline, m-tert-butyl-,",C10H15N,149.120449488017,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28965,537-67-7,"Benzenamine, n-phenyl-, hydrochloride",C12H11N.ClH,205.06582707367,"['C', 'H', 'N', 'Cl', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
28969,537-73-5,"Cinnamic acid, 3-hydroxy-4-methoxy-",C10H10O4,194.0579088006768,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29035,538-68-1,"Benzene, pentyl-",C11H16,148.125200515824,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29038,538-74-9,"Benzene, 1,1'-[thiobis(methylene)]bis-",C14H14S,214.08162162576,"['C', 'H', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29039,538-75-0,"Methanediimine, n,n'-dicyclohexyl-",C13H22N2,206.178298718122,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29068,5392-12-1,"1-Naphthalenecarboxaldehyde, 2-methoxy-",C12H10O2,186.0680795615334,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29072,5392-40-5,Citral,C10H16O,152.12011513539568,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29075,539-30-0,"Benzene, (ethoxymethyl)-",C9H12O,136.0888150064397,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29082,5394-18-3,N-(4-bromobutyl)phthalimide,C12H12BrNO2,281.0051412444434,"['C', 'H', 'Br', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29137,539-92-4,Di-iso-butyl carbonate,C9H18O3,174.1255944390171,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29152,540-08-9,9-Heptadecanone,C17H34O,254.2609657156977,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29178,540-54-5,"Propane, 1-chloro-",C3H7Cl,78.023627908043,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29203,540-84-1,"Pentane, 2,2,4-trimethyl-",C8H18,114.140850580302,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29206,5408-86-6,"Butane, 2,3-dibromo-",C4H8Br2,213.899275485912,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29223,54-11-5,3-(2-(N-methylpyrrolidinyl))pyridine,C10H14N2,162.11569846020998,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29254,5414-21-1,"Valeronitrile, delta-bromo-",C5H8BrN,160.98401187634397,"['C', 'H', 'Br', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29260,541-46-8,"Butanamide, 3-methyl-",C5H11NO,101.0840639786327,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29284,541-73-1,"Benzene, 1,3-dichloro-",C6H4Cl2,145.969005493696,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29289,5417-84-5,"Purine, 6-(ethylthio)-",C7H8N4S,180.04696745005398,"['C', 'H', 'N', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29346,542-52-9,Di-n-butylcarbonate,C9H18O3,174.1255944390171,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29349,542-55-2,2-Methylpropyl formate,C5H10O2,102.06807956153341,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
29367,542-88-1,"Methane, oxybis[chloro-",C2H4Cl2O,113.9639201132677,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
